Energy,CF_2,HF,CF_3,CH,CF,CHF,CHF_2,C,F
3810.5,0.1069822969653767,0.0518601237391198,0.229557714629988,0.0490568985093871,0.0926455095503052,0.0944831526682798,0.1726955996445804,0.0419792063597226,0.0386411338874421
3811.0,0.106970899292384,0.0518546977960532,0.2295329556064889,0.049051776203374,0.092635667606346,0.0944731114260731,0.1726770499930816,0.0419748536487737,0.0386371496219373
3811.5,0.1069595042164468,0.051849273070157,0.2295082022826683,0.0490466550443761,0.0926258278994915,0.0944630724670625,0.1726585045973409,0.0419705019064589,0.0386331662386254
3812.0,0.1069481117366561,0.0518438495610116,0.229483454656512,0.0490415350319985,0.0926159904289604,0.0944530357904505,0.1726399634558592,0.0419661511324468,0.0386291837372059
3812.5,0.1069367218521033,0.0518384272681975,0.2294587127260065,0.0490364161658466,0.092606155193972,0.0944430013954397,0.1726214265671379,0.0419618013264063,0.0386252021173787
3813.0,0.1069253345618802,0.0518330061912953,0.2294339764891398,0.0490312984455259,0.0925963221937457,0.0944329692812335,0.1726028939296793,0.0419574524880062,0.0386212213788439
3813.5,0.1069139498650792,0.051827586329886,0.2294092459439003,0.0490261818706424,0.0925864914275014,0.0944229394470353,0.1725843655419863,0.0419531046169157,0.0386172415213014
3814.0,0.1069025677607929,0.0518221676835507,0.2293845210882776,0.0490210664408017,0.0925766628944594,0.0944129118920492,0.1725658414025625,0.0419487577128039,0.0386132625444516
3814.5,0.1068911882481145,0.0518167502518706,0.2293598019202622,0.0490159521556101,0.0925668365938404,0.0944028866154794,0.1725473215099122,0.0419444117753404,0.0386092844479948
3815.0,0.1068798113261375,0.0518113340344274,0.2293350884378457,0.0490108390146739,0.0925570125248653,0.0943928636165306,0.1725288058625405,0.0419400668041945,0.0386053072316316
3815.5,0.1068684369939559,0.0518059190308026,0.2293103806390206,0.0490057270175995,0.0925471906867556,0.0943828428944078,0.1725102944589531,0.041935722799036,0.0386013308950627
3816.0,0.1068570652506642,0.0518005052405781,0.22928567852178,0.0490006161639937,0.0925373710787328,0.0943728244483166,0.1724917872976565,0.0419313797595348,0.0385973554379887
3816.5,0.1068456960953572,0.0517950926633361,0.2292609820841187,0.0489955064534632,0.0925275537000192,0.0943628082774627,0.1724732843771579,0.0419270376853609,0.0385933808601108
3817.0,0.1068343295271302,0.0517896812986588,0.2292362913240316,0.048990397885615,0.0925177385498371,0.0943527943810523,0.1724547856959652,0.0419226965761843,0.0385894071611299
3817.5,0.1068229655450788,0.0517842711461286,0.2292116062395153,0.0489852904600565,0.0925079256274095,0.0943427827582919,0.172436291252587,0.0419183564316755,0.0385854343407472
3818.0,0.1068116041482993,0.0517788622053283,0.2291869268285669,0.0489801841763949,0.0924981149319595,0.0943327734083886,0.1724178010455324,0.0419140172515049,0.0385814623986642
3818.5,0.1068002453358881,0.0517734544758406,0.2291622530891845,0.0489750790342378,0.0924883064627107,0.0943227663305495,0.1723993150733117,0.041909679035343,0.0385774913345822
3819.0,0.1067888891069422,0.0517680479572486,0.2291375850193673,0.0489699750331931,0.092478500218887,0.0943127615239824,0.1723808333344355,0.0419053417828607,0.0385735211482029
3819.5,0.106777535460559,0.0517626426491356,0.2291129226171155,0.0489648721728686,0.0924686961997127,0.0943027589878953,0.1723623558274151,0.0419010054937288,0.0385695518392282
3820.0,0.1067661843958364,0.051757238551085,0.2290882658804299,0.0489597704528725,0.0924588944044124,0.0942927587214966,0.1723438825507627,0.0418966701676185,0.0385655834073597
3820.5,0.1067548359118726,0.0517518356626804,0.2290636148073127,0.048954669872813,0.0924490948322112,0.0942827607239952,0.1723254135029913,0.0418923358042009,0.0385616158522997
3821.0,0.1067434900077663,0.0517464339835057,0.2290389693957667,0.0489495704322987,0.0924392974823344,0.0942727649946002,0.1723069486826142,0.0418880024031474,0.0385576491737503
3821.5,0.1067321466826167,0.0517410335131448,0.2290143296437959,0.0489444721309382,0.0924295023540079,0.0942627715325211,0.1722884880881458,0.0418836699641295,0.0385536833714137
3822.0,0.1067208059355231,0.0517356342511819,0.2289896955494051,0.0489393749683403,0.0924197094464576,0.0942527803369679,0.1722700317181009,0.0418793384868189,0.0385497184449925
3822.5,0.1067094677655856,0.0517302361972015,0.2289650671106,0.0489342789441141,0.0924099187589102,0.0942427914071508,0.1722515795709953,0.0418750079708874,0.0385457543941891
3823.0,0.1066981321719046,0.0517248393507882,0.2289404443253875,0.0489291840578688,0.0924001302905924,0.0942328047422805,0.1722331316453454,0.041870678416007,0.0385417912187064
3823.5,0.1066867991535809,0.0517194437115267,0.2289158271917751,0.0489240903092137,0.0923903440407314,0.094222820341568,0.172214687939668,0.0418663498218498,0.0385378289182471
3824.0,0.1066754687097156,0.051714049279002,0.2288912157077715,0.0489189976977585,0.0923805600085549,0.0942128382042247,0.1721962484524811,0.0418620221880881,0.0385338674925142
3824.5,0.1066641408394105,0.0517086560527992,0.2288666098713864,0.0489139062231129,0.0923707781932906,0.0942028583294624,0.172177813182303,0.0418576955143943,0.0385299069412109
3825.0,0.1066528155417676,0.0517032640325039,0.2288420096806302,0.0489088158848868,0.092360998594167,0.0941928807164932,0.172159382127653,0.0418533698004409,0.0385259472640405
3825.5,0.1066414928158894,0.0516978732177014,0.2288174151335143,0.0489037266826904,0.0923512212104127,0.0941829053645296,0.172140955287051,0.0418490450459008,0.0385219884607062
3826.0,0.1066301726608788,0.0516924836079776,0.2287928262280513,0.0488986386161338,0.0923414460412567,0.0941729322727845,0.1721225326590174,0.0418447212504467,0.0385180305309117
3826.5,0.1066188550758392,0.0516870952029183,0.2287682429622544,0.0488935516848277,0.0923316730859283,0.0941629614404712,0.1721041142420736,0.0418403984137518,0.0385140734743607
3827.0,0.1066075400598743,0.0516817080021098,0.228743665334138,0.0488884658883826,0.0923219023436574,0.0941529928668032,0.1720857000347415,0.0418360765354891,0.0385101172907568
3827.5,0.1065962276120883,0.0516763220051383,0.2287190933417173,0.0488833812264094,0.092312133813674,0.0941430265509945,0.1720672900355438,0.0418317556153321,0.0385061619798041
3828.0,0.1065849177315858,0.0516709372115904,0.2286945269830084,0.0488782976985191,0.0923023674952085,0.0941330624922596,0.1720488842430039,0.0418274356529541,0.0385022075412067
